long,lat,group
-79.6322735,43.2278436,1
-79.6322983,43.2278349,1
-79.6324231,43.2277644,1
-79.63246389999999,43.2277496,1
-79.6328327,43.22761620000001,1
-79.6331443,43.2274488,1
-79.6334035,43.227424899999995,1
-79.6334406,43.22741639999999,1
-79.6336759,43.227356099999994,1
-79.6338858,43.2273316,1
-79.6339966,43.2273329,1
-79.6340214,43.2273242,1
-79.6342208,43.2272186,1
-79.63444319999999,43.2271852,1
-79.6346781,43.227143,1
-79.63481569999999,43.2270456,1
-79.6351622,43.2269687,1
-79.63528629999999,43.226925099999995,1
-79.6354097,43.2269176,1
-79.63552,43.226936900000005,1
-79.6356082,43.2268479,1
-79.63570829999999,43.226777100000014,1
-79.636055,43.2266912,1
-79.6365846,43.226688499999995,1
-79.6366594,43.2266443,1
-79.6367593,43.2265825,1
-79.6369577,43.2265218,1
-79.6372544,43.2264714,1
-79.6374889,43.2264471,1
-79.63757520000001,43.2264392,1
-79.63789729999999,43.226352899999995,1
-79.6379652,43.22633690000001,1
-79.6384791,43.2262158,1
-79.63887559999999,43.2261035,1
-79.63918559999999,43.2260081,1
-79.6394092,43.2259207,1
-79.6395702,43.2258776,1
-79.639928,43.22584580000001,1
-79.6402876,43.2257331,1
-79.6404606,43.2257081,1
-79.6407072,43.225693,1
-79.6407574,43.2256486,1
-79.6409302,43.2256326,1
-79.64102969999999,43.2255888,1
-79.6412694,43.2253305,1
-79.641294,43.2253308,1
-79.6414546,43.2253057,1
-79.64162689999999,43.2253077,1
-79.64194839999999,43.2252485,1
-79.64224469999999,43.225216,1
-79.6423557,43.225208299999984,1
-79.64283879999999,43.225079,1
-79.6431221,43.2250734,1
-79.64345589999999,43.22501430000001,1
-79.643877,43.224902199999995,1
-79.644682,43.22469570000001,1
-79.6449043,43.224662300000006,1
-79.6451396,43.224602,1
-79.6453382,43.2245323,1
-79.6464799,43.2241316,1
-79.64671539999999,43.2240624,1
-79.6470247,43.223994,1
-79.6473355,43.2238626,1
-79.6475336,43.2238109,1
-79.6477683,43.22377769999999,1
-79.6480272,43.22376279999999,1
-79.6484001,43.2236051,1
-79.6487468,43.22351909999999,1
-79.648994,43.223476999999995,1
-79.6491427,43.2234338,1
-79.6494135,43.223437,1
-79.64962489999999,43.2233404,1
-79.65013239999999,43.2232203,1
-79.6502438,43.22319460000001,1
